Final Value,Cumulative Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Calmar Ratio,Number of Trades,Stock,Feature_Group,Reward_Type,Action_Space_Type,History_Len,Algorithm
124266.06577603899,24.266065776038985,5.7036569415617855,13.685507087985041,0.035927844412553964,0.003024084226970383,-19.555313637550338,0.2916678835878939,794,hdfcbank_ns,state_7,diff_sortino,continuous,1,ppo
