Final Value,Cumulative Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Calmar Ratio,Number of Trades,Stock,Feature_Group,Reward_Type,Action_Space_Type,History_Len,Algorithm
85009.262057856,-14.990737942143998,-4.061840631260916,20.71042513375373,-0.38601178690231136,-0.03157082891264383,-42.54343734931097,-0.09547513986494326,599,infy_ns,state_7,portfolio_return,continuous,1,td3
