Final Value,Cumulative Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Calmar Ratio,Number of Trades,Stock,Feature_Group,Reward_Type,Action_Space_Type,History_Len,Algorithm
114050.94313015361,14.050943130153609,3.413785920443946,11.208428012138008,-0.17963355643659387,-0.016178368097498345,-17.598258060910506,0.19398430848259318,552,reliance_ns,state_7,diff_sortino,continuous,1,ppo
