Final Value,Cumulative Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Calmar Ratio,Number of Trades,Stock,Feature_Group,Reward_Type,Action_Space_Type,History_Len,Algorithm
99953.69440082571,-0.046305599174287636,-0.011824745126820524,1.6482920922883864,-3.6390684226028656,-0.31374942157245284,-2.6087280259410037,-0.004532762713949523,149,tcs_ns,state_7,diff_sortino,continuous,1,sac
