Final Value,Cumulative Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Calmar Ratio,Number of Trades,Stock,Feature_Group,Reward_Type,Action_Space_Type,History_Len,Algorithm
132073.9908858075,32.07399088580749,7.361104440339039,11.140250787518623,0.15534686919205135,0.013617588479751619,-11.827177084109456,0.6223889595962115,755,tcs_ns,state_7,diff_sortino,continuous,1,ppo
